"time_raw";"open_price";"high_price";"low_price";"close_price";"volume"
"2026-06-01 03:40:00";4516.03;4516.21;4509.98;4511.03;1762.0
"2026-06-01 03:45:00";4511.03;4513.61;4510.19;4512.74;1462.0
"2026-06-01 03:50:00";4512.74;4514.44;4512.08;4513.57;1130.0
"2026-06-01 03:55:00";4513.57;4516.82;4512.73;4516.73;1015.0
"2026-06-01 04:00:00";4516.73;4520.23;4515.92;4516.9;1412.0
"2026-06-01 04:05:00";4516.9;4517.82;4514.17;4514.46;1099.0
"2026-06-01 04:10:00";4514.46;4515.51;4512.73;4515.2;771.0
"2026-06-01 04:15:00";4515.2;4519.04;4515.17;4517.24;835.0
"2026-06-01 04:20:00";4517.24;4518.17;4516.3;4518.06;661.0
"2026-06-01 04:25:00";4518.06;4518.09;4515.8;4516.27;836.0
"2026-06-01 04:30:00";4516.27;4517.1;4514.49;4514.86;808.0
"2026-06-01 04:35:00";4514.86;4516.11;4513.98;4515.52;888.0
"2026-06-01 04:40:00";4515.52;4517.73;4514.71;4514.97;1275.0
"2026-06-01 04:45:00";4514.97;4515.14;4508.39;4510.99;1358.0
"2026-06-01 04:50:00";4510.99;4514.99;4509.9;4514.62;1521.0
"2026-06-01 04:55:00";4514.62;4515.6;4513.06;4514.89;1022.0
"2026-06-01 05:00:00";4514.89;4516.7;4513.99;4516.4;1380.0
"2026-06-01 05:05:00";4516.4;4518.21;4516.01;4516.93;1097.0
"2026-06-01 05:10:00";4516.93;4519.56;4515.73;4518.66;1204.0
"2026-06-01 05:15:00";4518.66;4522.37;4518.08;4522.0;1107.0
"2026-06-01 05:20:00";4522.0;4523.72;4520.0;4523.01;1153.0
"2026-06-01 05:25:00";4523.01;4524.09;4520.64;4520.96;1133.0
"2026-06-01 05:30:00";4520.96;4522.59;4513.03;4514.02;3415.0
"2026-06-01 05:35:00";4514.02;4522.54;4513.9;4520.71;2453.0
"2026-06-01 05:40:00";4520.71;4521.58;4515.39;4520.3;2284.0
"2026-06-01 05:45:00";4520.3;4525.81;4517.68;4524.69;2312.0
"2026-06-01 05:50:00";4524.69;4525.0;4521.62;4523.5;2206.0
"2026-06-01 05:55:00";4523.5;4523.5;4517.41;4518.3;1966.0
"2026-06-01 06:00:00";4518.3;4519.07;4514.48;4516.54;3458.0
"2026-06-01 06:05:00";4516.54;4518.92;4515.67;4517.34;1965.0
"2026-06-01 06:10:00";4517.34;4517.68;4512.89;4514.47;2323.0
"2026-06-01 06:15:00";4514.47;4516.2;4510.31;4511.44;2469.0
"2026-06-01 06:20:00";4511.44;4511.44;4505.23;4506.46;2750.0
"2026-06-01 06:25:00";4506.46;4514.89;4505.94;4514.89;2544.0
"2026-06-01 06:30:00";4514.89;4515.32;4510.88;4511.16;2132.0
"2026-06-01 06:35:00";4511.16;4511.49;4501.96;4504.92;3218.0
"2026-06-01 06:40:00";4504.92;4506.6;4503.36;4505.03;2295.0
"2026-06-01 06:45:00";4505.03;4505.04;4501.39;4505.04;2760.0
"2026-06-01 06:50:00";4505.04;4505.04;4500.6;4503.9;2622.0
"2026-06-01 06:55:00";4503.9;4505.51;4501.24;4502.0;2311.0
"2026-06-01 07:00:00";4502.0;4509.13;4501.01;4508.19;2967.0
"2026-06-01 07:05:00";4508.19;4510.56;4506.37;4506.37;2600.0
"2026-06-01 07:10:00";4506.37;4510.17;4505.98;4507.71;1623.0
"2026-06-01 07:15:00";4507.71;4508.82;4505.06;4507.26;1850.0
"2026-06-01 07:20:00";4507.26;4507.71;4503.76;4505.54;1457.0
"2026-06-01 07:25:00";4505.54;4506.49;4503.63;4504.18;1901.0
"2026-06-01 07:30:00";4504.18;4508.21;4504.06;4505.02;1721.0
"2026-06-01 07:35:00";4505.02;4506.91;4502.89;4503.74;1923.0
"2026-06-01 07:40:00";4503.74;4504.21;4498.24;4498.53;2747.0
"2026-06-01 07:45:00";4498.53;4500.74;4493.11;4494.88;3151.0
"2026-06-01 07:50:00";4494.88;4497.08;4492.7;4495.8;2424.0
"2026-06-01 07:55:00";4495.8;4503.44;4494.98;4503.44;2032.0
"2026-06-01 08:00:00";4503.44;4504.9;4495.96;4496.16;3158.0
"2026-06-01 08:05:00";4496.16;4500.0;4493.82;4494.34;3252.0
"2026-06-01 08:10:00";4494.34;4499.2;4493.99;4496.09;2328.0
"2026-06-01 08:15:00";4496.09;4497.06;4491.9;4495.31;3117.0
"2026-06-01 08:20:00";4495.31;4497.42;4490.41;4493.28;2335.0
"2026-06-01 08:25:00";4493.28;4496.83;4493.02;4496.49;1543.0
"2026-06-01 08:30:00";4496.49;4497.14;4493.0;4496.19;1572.0
"2026-06-01 08:35:00";4496.19;4496.82;4493.58;4495.1;1594.0
"2026-06-01 08:40:00";4495.1;4500.82;4493.0;4500.3;2149.0
"2026-06-01 08:45:00";4500.3;4503.0;4496.66;4501.61;2600.0
"2026-06-01 08:50:00";4501.61;4502.23;4497.39;4497.6;2097.0
"2026-06-01 08:55:00";4497.6;4500.09;4495.8;4498.41;1457.0
"2026-06-01 09:00:00";4498.41;4501.14;4497.82;4500.88;1757.0
"2026-06-01 09:05:00";4500.88;4500.92;4498.5;4499.87;1274.0
"2026-06-01 09:10:00";4499.87;4500.58;4498.91;4500.04;1257.0
"2026-06-01 09:15:00";4500.04;4506.18;4498.72;4506.04;1921.0
"2026-06-01 09:20:00";4506.04;4506.78;4498.99;4500.0;1727.0
"2026-06-01 09:25:00";4500.0;4500.16;4496.72;4496.76;1929.0
"2026-06-01 09:30:00";4496.76;4497.7;4489.46;4491.12;3439.0
"2026-06-01 09:35:00";4491.12;4498.0;4491.12;4498.38;2238.0
"2026-06-01 09:40:00";4498.38;4499.68;4495.02;4498.63;1765.0
"2026-06-01 09:45:00";4498.63;4498.76;4494.12;4495.63;1981.0
"2026-06-01 09:50:00";4495.63;4498.77;4494.37;4498.3;1556.0
"2026-06-01 09:55:00";4498.3;4498.3;4494.74;4496.23;1803.0
"2026-06-01 10:00:00";4496.23;4499.38;4496.18;4498.48;1614.0
"2026-06-01 10:05:00";4498.48;4501.64;4496.58;4500.54;1327.0
"2026-06-01 10:10:00";4500.54;4502.49;4499.96;4502.13;1158.0
"2026-06-01 10:15:00";4502.13;4502.39;4499.86;4500.62;1567.0
"2026-06-01 10:20:00";4500.62;4501.09;4496.53;4500.8;1720.0
"2026-06-01 10:25:00";4500.8;4503.8;4500.72;4501.24;1098.0
"2026-06-01 10:30:00";4501.24;4505.74;4500.9;4505.5;1464.0
"2026-06-01 10:35:00";4505.5;4507.21;4503.0;4503.66;1778.0
"2026-06-01 10:40:00";4503.66;4507.8;4503.66;4506.34;1531.0
"2026-06-01 10:45:00";4506.34;4510.97;4505.63;4509.58;1675.0
"2026-06-01 10:50:00";4509.58;4511.42;4507.23;4507.68;1639.0
"2026-06-01 10:55:00";4507.68;4507.83;4502.87;4504.3;1880.0
"2026-06-01 11:00:00";4504.3;4507.2;4500.5;4500.53;2697.0
"2026-06-01 11:05:00";4500.53;4506.2;4500.21;4506.07;1727.0
"2026-06-01 11:10:00";4506.07;4506.07;4503.6;4505.33;1335.0
"2026-06-01 11:15:00";4505.33;4510.31;4504.44;4510.16;1610.0
"2026-06-01 11:20:00";4510.16;4513.4;4508.91;4508.93;1713.0
"2026-06-01 11:25:00";4508.93;4512.27;4508.03;4511.07;1699.0
"2026-06-01 11:30:00";4511.07;4512.66;4506.92;4507.09;1561.0
"2026-06-01 11:35:00";4507.09;4511.42;4506.61;4510.46;1418.0
"2026-06-01 11:40:00";4510.46;4511.13;4506.8;4507.49;1743.0
"2026-06-01 11:45:00";4507.49;4510.17;4506.94;4509.04;1359.0
"2026-06-01 11:50:00";4509.04;4509.04;4506.69;4507.96;1340.0
"2026-06-01 11:55:00";4507.96;4508.6;4505.9;4506.18;1373.0
"2026-06-01 12:00:00";4506.18;4507.44;4503.61;4506.29;2020.0
"2026-06-01 12:05:00";4506.29;4509.63;4506.19;4508.17;1616.0
"2026-06-01 12:10:00";4508.17;4510.02;4503.41;4503.76;1772.0
"2026-06-01 12:15:00";4503.76;4506.3;4501.4;4503.81;2462.0
"2026-06-01 12:20:00";4503.81;4503.82;4497.79;4502.18;3182.0
"2026-06-01 12:25:00";4502.18;4508.23;4501.92;4506.06;2613.0
"2026-06-01 12:30:00";4506.06;4506.07;4498.13;4501.46;3275.0
"2026-06-01 12:35:00";4501.46;4503.93;4499.56;4503.67;2414.0
"2026-06-01 12:40:00";4503.67;4508.67;4499.38;4507.77;3165.0
"2026-06-01 12:45:00";4507.77;4510.8;4505.87;4507.12;3611.0
"2026-06-01 12:50:00";4507.12;4508.96;4505.39;4506.12;2666.0
"2026-06-01 12:55:00";4506.12;4506.63;4498.9;4502.46;2307.0
"2026-06-01 13:00:00";4502.46;4504.31;4496.04;4502.04;6196.0
"2026-06-01 13:05:00";4502.04;4502.7;4496.74;4501.6;3075.0
"2026-06-01 13:10:00";4501.6;4501.6;4472.39;4484.42;18230.0
"2026-06-01 13:15:00";4484.42;4490.01;4479.09;4482.48;9596.0
"2026-06-01 13:20:00";4482.48;4483.43;4464.29;4466.36;13147.0
"2026-06-01 13:25:00";4466.36;4469.79;4462.76;4465.3;9533.0
"2026-06-01 13:30:00";4465.3;4470.37;4459.36;4466.46;13925.0
"2026-06-01 13:35:00";4466.46;4479.13;4462.79;4473.32;11432.0
"2026-06-01 13:40:00";4473.32;4474.5;4465.46;4467.29;7895.0
"2026-06-01 13:45:00";4467.29;4470.09;4463.42;4464.8;7469.0
"2026-06-01 13:50:00";4464.8;4466.07;4452.59;4454.99;11664.0
"2026-06-01 13:55:00";4454.99;4455.9;4448.6;4450.13;7693.0
"2026-06-01 14:00:00";4450.13;4454.9;4448.09;4454.92;10389.0
"2026-06-01 14:05:00";4454.92;4461.94;4449.96;4460.87;7621.0
"2026-06-01 14:10:00";4460.87;4462.47;4456.21;4461.6;6201.0
"2026-06-01 14:15:00";4461.6;4465.26;4454.26;4457.57;8829.0
"2026-06-01 14:20:00";4457.57;4462.14;4455.4;4455.69;5207.0
"2026-06-01 14:25:00";4455.69;4456.6;4450.11;4456.53;5073.0
"2026-06-01 14:30:00";4456.53;4460.88;4454.03;4458.87;5634.0
"2026-06-01 14:35:00";4458.87;4460.8;4454.51;4455.83;4558.0
"2026-06-01 14:40:00";4455.83;4462.02;4455.54;4460.37;3883.0
"2026-06-01 14:45:00";4460.37;4461.67;4453.9;4455.34;4063.0
"2026-06-01 14:50:00";4455.34;4456.9;4452.67;4456.5;5321.0
"2026-06-01 14:55:00";4456.5;4459.48;4455.24;4459.1;4381.0
"2026-06-01 15:00:00";4459.1;4462.83;4458.02;4460.62;3976.0
"2026-06-01 15:05:00";4460.62;4465.78;4455.54;4462.92;5545.0
"2026-06-01 15:10:00";4462.92;4465.71;4461.08;4464.77;3501.0
"2026-06-01 15:15:00";4464.77;4467.56;4463.5;4465.62;4013.0
"2026-06-01 15:20:00";4465.62;4468.21;4464.39;4467.44;2749.0
"2026-06-01 15:25:00";4467.44;4470.69;4466.2;4468.6;3048.0
"2026-06-01 15:30:00";4468.6;4479.36;4468.41;4477.52;9823.0
"2026-06-01 15:35:00";4477.52;4480.16;4474.4;4477.0;5775.0
"2026-06-01 15:40:00";4477.0;4477.77;4471.44;4472.68;3037.0
"2026-06-01 15:45:00";4472.68;4475.08;4468.96;4470.22;2732.0
"2026-06-01 15:50:00";4470.22;4472.53;4469.2;4471.56;2676.0
"2026-06-01 15:55:00";4471.56;4475.86;4471.48;4474.38;3035.0
"2026-06-01 16:00:00";4474.38;4478.83;4472.99;4473.81;3280.0
"2026-06-01 16:05:00";4473.81;4474.8;4468.6;4469.19;2115.0
"2026-06-01 16:10:00";4469.19;4469.21;4465.5;4467.5;3446.0
"2026-06-01 16:15:00";4467.5;4467.98;4463.26;4467.08;3061.0
"2026-06-01 16:20:00";4467.08;4469.24;4465.0;4468.69;2324.0
"2026-06-01 16:25:00";4468.69;4469.98;4467.04;4468.31;2470.0
"2026-06-01 16:30:00";4468.31;4473.0;4468.31;4469.92;3415.0
"2026-06-01 16:35:00";4469.92;4471.41;4468.03;4469.49;2812.0
"2026-06-01 16:40:00";4469.49;4470.33;4468.02;4468.53;1855.0
"2026-06-01 16:45:00";4468.53;4472.42;4467.69;4472.42;2316.0
"2026-06-01 16:50:00";4472.42;4481.36;4472.1;4480.38;4624.0
"2026-06-01 16:55:00";4480.38;4482.51;4479.0;4480.41;4354.0
"2026-06-01 17:00:00";4480.41;4481.39;4475.99;4476.72;4866.0
"2026-06-01 17:05:00";4476.72;4477.86;4471.94;4473.8;3510.0
"2026-06-01 17:10:00";4473.8;4476.53;4473.6;4475.49;2111.0
"2026-06-01 17:15:00";4475.49;4476.2;4473.76;4476.22;2112.0
"2026-06-01 17:20:00";4476.22;4477.18;4474.39;4475.6;2375.0
"2026-06-01 17:25:00";4475.6;4483.21;4472.79;4482.84;3912.0
"2026-06-01 17:30:00";4482.84;4485.98;4480.6;4481.72;9084.0
"2026-06-01 17:35:00";4481.72;4485.1;4480.96;4483.27;4160.0
"2026-06-01 17:40:00";4483.27;4492.08;4483.2;4492.07;6836.0
"2026-06-01 17:45:00";4492.07;4495.96;4491.53;4491.92;5796.0
"2026-06-01 17:50:00";4491.92;4492.0;4489.3;4491.63;4198.0
"2026-06-01 17:55:00";4491.63;4492.0;4487.68;4487.76;3086.0
"2026-06-01 18:00:00";4487.76;4488.7;4486.49;4487.0;2242.0
"2026-06-01 18:05:00";4487.0;4490.38;4486.93;4490.02;1911.0
"2026-06-01 18:10:00";4490.02;4490.38;4488.33;4489.08;1280.0
"2026-06-01 18:15:00";4489.08;4489.63;4487.02;4489.48;1648.0
"2026-06-01 18:20:00";4489.48;4490.48;4488.8;4489.52;1177.0
"2026-06-01 18:25:00";4489.52;4489.6;4486.78;4486.88;1539.0
"2026-06-01 18:30:00";4486.88;4487.56;4485.18;4486.4;1442.0
"2026-06-01 18:35:00";4486.4;4487.6;4486.13;4486.37;1041.0
"2026-06-01 18:40:00";4486.37;4488.49;4485.9;4488.2;1140.0
"2026-06-01 18:45:00";4488.2;4489.02;4487.77;4488.9;824.0
"2026-06-01 18:50:00";4488.9;4488.92;4487.43;4487.47;1183.0
"2026-06-01 18:55:00";4487.47;4489.03;4486.77;4486.98;1278.0
"2026-06-01 19:00:00";4486.98;4488.69;4485.63;4488.33;1815.0
"2026-06-01 19:05:00";4488.33;4488.46;4485.16;4485.6;1178.0
"2026-06-01 19:10:00";4485.6;4487.62;4485.5;4485.78;1266.0
"2026-06-01 19:15:00";4485.78;4487.0;4484.86;4486.32;1643.0
"2026-06-01 19:20:00";4486.32;4486.94;4485.33;4486.19;1439.0
"2026-06-01 19:25:00";4486.19;4486.61;4484.74;4485.03;889.0
"2026-06-01 19:30:00";4485.03;4486.14;4483.99;4484.18;1093.0
"2026-06-01 19:35:00";4484.18;4485.9;4483.29;4484.8;1462.0
"2026-06-01 19:40:00";4484.8;4485.8;4483.61;4483.72;1851.0
"2026-06-01 19:45:00";4483.72;4484.81;4483.21;4484.0;1758.0
"2026-06-01 19:50:00";4484.0;4484.37;4480.2;4480.5;3617.0
"2026-06-01 19:55:00";4480.5;4481.64;4479.4;4481.57;4094.0
"2026-06-01 20:00:00";4481.57;4484.33;4480.5;4483.34;1293.0
"2026-06-01 20:05:00";4483.34;4484.83;4482.92;4483.74;844.0
"2026-06-01 20:10:00";4483.74;4484.44;4482.81;4484.0;748.0
"2026-06-01 20:15:00";4484.0;4484.87;4483.4;4483.41;540.0
"2026-06-01 20:20:00";4483.41;4483.6;4482.47;4482.99;579.0
"2026-06-01 20:25:00";4482.99;4484.01;4482.78;4483.43;560.0
"2026-06-01 20:30:00";4483.43;4485.21;4482.42;4484.97;459.0
"2026-06-01 20:35:00";4484.97;4485.14;4483.47;4484.0;440.0
"2026-06-01 20:40:00";4484.0;4485.21;4482.9;4483.0;763.0
"2026-06-01 20:45:00";4483.0;4484.48;4481.78;4484.29;756.0
"2026-06-01 20:50:00";4484.29;4484.72;4482.84;4483.47;645.0
"2026-06-01 20:55:00";4483.47;4486.17;4482.71;4484.98;873.0
"2026-06-01 22:00:00";4484.98;4486.58;4482.16;4483.08;1226.0
"2026-06-01 22:05:00";4483.08;4484.0;4481.87;4482.8;817.0
"2026-06-01 22:10:00";4482.8;4485.11;4482.14;4485.04;704.0
"2026-06-01 22:15:00";4485.04;4485.66;4484.12;4484.61;674.0
"2026-06-01 22:20:00";4484.61;4485.39;4481.82;4483.1;1806.0
"2026-06-01 22:25:00";4483.1;4484.52;4481.8;4481.91;977.0
"2026-06-01 22:30:00";4481.91;4483.94;4481.5;4481.6;526.0
"2026-06-01 22:35:00";4481.6;4483.31;4479.9;4483.11;824.0
"2026-06-01 22:40:00";4483.11;4484.03;4481.2;4481.9;687.0
"2026-06-01 22:45:00";4481.9;4486.22;4481.68;4484.38;642.0
"2026-06-01 22:50:00";4484.38;4485.04;4483.69;4484.2;514.0
"2026-06-01 22:55:00";4484.2;4486.87;4484.03;4485.79;1033.0
"2026-06-01 23:00:00";4485.79;4488.13;4482.0;4486.46;1283.0
"2026-06-01 23:05:00";4486.46;4486.8;4485.09;4485.63;498.0
"2026-06-01 23:10:00";4485.63;4486.78;4485.22;4486.6;633.0
"2026-06-01 23:15:00";4486.6;4488.5;4486.26;4486.97;676.0
"2026-06-01 23:20:00";4486.97;4488.01;4485.61;4488.01;354.0
"2026-06-01 23:25:00";4488.01;4488.68;4487.32;4487.58;445.0
"2026-06-01 23:30:00";4487.58;4487.9;4484.87;4485.02;944.0
"2026-06-01 23:35:00";4485.02;4485.96;4480.92;4484.89;1252.0
"2026-06-01 23:40:00";4484.89;4487.06;4483.68;4483.73;1074.0
"2026-06-01 23:45:00";4483.73;4483.73;4479.4;4481.43;1679.0
"2026-06-01 23:50:00";4481.43;4485.09;4481.4;4484.9;1438.0
"2026-06-01 23:55:00";4484.9;4486.3;4484.11;4484.9;1137.0
"2026-06-02 00:00:00";4484.9;4485.6;4481.82;4484.72;2840.0
"2026-06-02 00:05:00";4484.72;4485.76;4476.84;4479.0;3785.0
"2026-06-02 00:10:00";4479.0;4481.99;4478.4;4481.68;3023.0
"2026-06-02 00:15:00";4481.68;4486.1;4481.12;4485.82;3307.0
"2026-06-02 00:20:00";4485.82;4490.33;4484.74;4490.33;2502.0
"2026-06-02 00:25:00";4490.33;4494.31;4488.91;4494.12;2791.0
"2026-06-02 00:30:00";4494.12;4497.58;4489.33;4489.72;2425.0
"2026-06-02 00:35:00";4489.72;4492.06;4488.83;4489.62;1689.0
"2026-06-02 00:40:00";4489.62;4489.79;4485.4;4487.43;1968.0
"2026-06-02 00:45:00";4487.43;4488.06;4481.07;4481.82;1933.0
"2026-06-02 00:50:00";4481.82;4484.4;4481.66;4482.13;1979.0
"2026-06-02 00:55:00";4482.13;4484.68;4481.02;4481.6;2172.0
"2026-06-02 01:00:00";4481.6;4487.2;4473.42;4481.8;7217.0
"2026-06-02 01:05:00";4481.8;4486.33;4479.31;4479.77;4993.0
"2026-06-02 01:10:00";4479.77;4491.9;4478.89;4490.46;4959.0
"2026-06-02 01:15:00";4490.46;4490.68;4481.78;4486.2;5555.0
"2026-06-02 01:20:00";4486.2;4488.79;4481.18;4483.28;4110.0
"2026-06-02 01:25:00";4483.28;4492.87;4483.2;4486.67;4591.0
"2026-06-02 01:30:00";4486.67;4489.86;4486.16;4487.46;4315.0
"2026-06-02 01:35:00";4487.46;4489.68;4481.06;4482.42;3907.0
"2026-06-02 01:40:00";4482.42;4486.06;4479.99;4480.27;3646.0
"2026-06-02 01:45:00";4480.27;4482.8;4472.08;4475.87;4344.0
"2026-06-02 01:50:00";4475.87;4476.51;4463.24;4474.04;5378.0
"2026-06-02 01:55:00";4474.04;4477.48;4471.67;4474.37;4375.0
"2026-06-02 02:00:00";4474.37;4481.47;4473.0;4474.31;4837.0
"2026-06-02 02:05:00";4474.31;4475.36;4472.6;4474.98;3056.0
"2026-06-02 02:10:00";4474.98;4481.16;4474.2;4480.88;2716.0
"2026-06-02 02:15:00";4480.88;4482.51;4478.98;4481.3;1925.0
"2026-06-02 02:20:00";4481.3;4485.03;4481.09;4484.31;1764.0
"2026-06-02 02:25:00";4484.31;4485.11;4481.88;4482.43;1764.0
"2026-06-02 02:30:00";4482.43;4486.02;4480.26;4481.6;2981.0
"2026-06-02 02:35:00";4481.6;4484.5;4479.06;4479.32;2221.0
"2026-06-02 02:40:00";4479.32;4479.4;4474.69;4476.86;2184.0
"2026-06-02 02:45:00";4476.86;4478.2;4473.87;4475.19;2203.0
"2026-06-02 02:50:00";4475.19;4480.31;4474.77;4479.32;1601.0
"2026-06-02 02:55:00";4479.32;4486.98;4479.32;4486.54;1768.0
"2026-06-02 03:00:00";4486.54;4493.09;4486.26;4488.52;2827.0
"2026-06-02 03:05:00";4488.52;4490.0;4486.07;4487.1;1732.0
"2026-06-02 03:10:00";4487.1;4489.6;4486.64;4488.56;1789.0
"2026-06-02 03:15:00";4488.56;4491.53;4488.37;4490.22;1739.0
"2026-06-02 03:20:00";4490.22;4490.6;4486.01;4490.6;2096.0
"2026-06-02 03:25:00";4490.6;4498.18;4490.13;4495.56;2782.0
"2026-06-02 03:30:00";4495.56;4499.87;4493.21;4494.42;2715.0
"2026-06-02 03:35:00";4494.42;4499.36;4494.11;4494.99;1811.0
"2026-06-02 03:40:00";4494.99;4497.66;4494.69;4497.58;1335.0
"2026-06-02 03:45:00";4497.58;4500.04;4495.68;4498.52;1326.0
"2026-06-02 03:50:00";4498.52;4499.1;4497.32;4497.73;1007.0
"2026-06-02 03:55:00";4497.73;4499.89;4497.73;4499.81;710.0
"2026-06-02 04:00:00";4499.81;4502.14;4498.19;4500.89;1388.0
"2026-06-02 04:05:00";4500.89;4503.67;4500.7;4502.56;1375.0
"2026-06-02 04:10:00";4502.56;4505.89;4502.56;4504.98;1174.0
"2026-06-02 04:15:00";4504.98;4510.48;4504.42;4508.04;1785.0
"2026-06-02 04:20:00";4508.04;4508.41;4505.22;4506.02;1424.0
"2026-06-02 04:25:00";4506.02;4506.63;4504.48;4505.11;1570.0
"2026-06-02 04:30:00";4505.11;4508.3;4503.82;4508.17;2312.0
"2026-06-02 04:35:00";4508.17;4509.7;4507.7;4509.0;2256.0
"2026-06-02 04:40:00";4509.0;4511.66;4508.91;4510.8;1531.0
"2026-06-02 04:45:00";4510.8;4516.44;4510.24;4513.1;1450.0
"2026-06-02 04:50:00";4513.1;4514.93;4512.3;4513.44;1007.0
"2026-06-02 04:55:00";4513.44;4518.83;4513.37;4518.02;1363.0
"2026-06-02 05:00:00";4518.02;4518.76;4516.21;4516.28;1418.0
"2026-06-02 05:05:00";4516.28;4518.23;4515.81;4516.53;1104.0
"2026-06-02 05:10:00";4516.53;4519.24;4515.58;4519.2;1405.0
"2026-06-02 05:15:00";4519.2;4520.2;4517.42;4518.96;1530.0
"2026-06-02 05:20:00";4518.96;4521.22;4518.17;4519.09;1406.0
"2026-06-02 05:25:00";4519.09;4522.42;4517.08;4520.3;1850.0
"2026-06-02 05:30:00";4520.3;4527.1;4519.96;4527.04;6175.0
"2026-06-02 05:35:00";4527.04;4528.61;4523.52;4524.11;3321.0
"2026-06-02 05:40:00";4524.11;4527.23;4523.11;4524.84;1932.0
"2026-06-02 05:45:00";4524.84;4526.73;4522.22;4523.97;1820.0
"2026-06-02 05:50:00";4523.97;4524.3;4518.77;4520.07;1693.0
"2026-06-02 05:55:00";4520.07;4520.22;4516.74;4517.52;1833.0
"2026-06-02 06:00:00";4517.52;4521.3;4517.42;4520.94;2663.0
"2026-06-02 06:05:00";4520.94;4525.26;4520.79;4521.18;2234.0
"2026-06-02 06:10:00";4521.18;4523.33;4519.0;4519.24;2296.0
"2026-06-02 06:15:00";4519.24;4524.77;4518.32;4520.74;2568.0
"2026-06-02 06:20:00";4520.74;4531.27;4520.74;4529.83;2870.0
"2026-06-02 06:25:00";4529.83;4534.4;4526.53;4533.4;3046.0
"2026-06-02 06:30:00";4533.4;4537.62;4533.34;4535.83;2855.0
"2026-06-02 06:35:00";4535.83;4539.04;4534.12;4534.39;2360.0
"2026-06-02 06:40:00";4534.39;4534.99;4532.3;4533.22;1841.0
"2026-06-02 06:45:00";4533.22;4536.27;4532.83;4534.07;1745.0
