"trade_time";"daily_open";"daily_close";"daily_high";"daily_low";"daily_return_percentage";"ma_1hour";"ma_12hour";"volume_intensity_percentage"
"2026-06-01 01:55:00";4539.6;4484.9;4546.59;4448.09;0.0;4531.095833;4535.7475;99.6
"2026-06-01 02:00:00";4539.6;4484.9;4546.59;4448.09;0.0;4530.3225;4535.3352;77.41
"2026-06-01 02:05:00";4539.6;4484.9;4546.59;4448.09;0.0;4530.271667;4535.091154;76.71
"2026-06-01 02:10:00";4539.6;4484.9;4546.59;4448.09;0.0;4530.12;4534.995556;94.49
"2026-06-01 02:15:00";4539.6;4484.9;4546.59;4448.09;0.0;4530.254167;4534.903214;65.96
"2026-06-01 02:20:00";4539.6;4484.9;4546.59;4448.09;0.0;4530.188333;4534.795862;53.84
"2026-06-01 02:25:00";4539.6;4484.9;4546.59;4448.09;0.0;4530.319167;4534.663667;37.74
"2026-06-01 02:30:00";4539.6;4484.9;4546.59;4448.09;0.0;4529.8775;4534.442258;138.38
"2026-06-01 02:35:00";4539.6;4484.9;4546.59;4448.09;0.0;4529.768333;4534.267813;122.27
"2026-06-01 02:40:00";4539.6;4484.9;4546.59;4448.09;0.0;4528.895;4533.926364;106.89
"2026-06-01 02:45:00";4539.6;4484.9;4546.59;4448.09;0.0;4528.463333;4533.632059;101.78
"2026-06-01 02:50:00";4539.6;4484.9;4546.59;4448.09;0.0;4527.829167;4533.322857;95.65
"2026-06-01 02:55:00";4539.6;4484.9;4546.59;4448.09;0.0;4527.530833;4533.008611;90.03
"2026-06-01 03:00:00";4539.6;4484.9;4546.59;4448.09;0.0;4527.488333;4532.79027;85.56
"2026-06-01 03:05:00";4539.6;4484.9;4546.59;4448.09;0.0;4526.564167;4532.398421;120.63
"2026-06-01 03:10:00";4539.6;4484.9;4546.59;4448.09;0.0;4525.461667;4532.062051;111.06
"2026-06-01 03:15:00";4539.6;4484.9;4546.59;4448.09;0.0;4524.410833;4531.7555;128.24
"2026-06-01 03:20:00";4539.6;4484.9;4546.59;4448.09;0.0;4523.335;4531.441463;93.29
"2026-06-01 03:25:00";4539.6;4484.9;4546.59;4448.09;0.0;4522.505833;4531.19;71.28
"2026-06-01 03:30:00";4539.6;4484.9;4546.59;4448.09;0.0;4522.038333;4530.980698;83.82
"2026-06-01 03:35:00";4539.6;4484.9;4546.59;4448.09;0.0;4520.969167;4530.640909;74.8
"2026-06-01 03:40:00";4539.6;4484.9;4546.59;4448.09;0.0;4519.971667;4530.205111;89.16
"2026-06-01 03:45:00";4539.6;4484.9;4546.59;4448.09;0.0;4519.04;4529.825435;76.3
"2026-06-01 03:50:00";4539.6;4484.9;4546.59;4448.09;0.0;4518.27;4529.479574;61.36
"2026-06-01 03:55:00";4539.6;4484.9;4546.59;4448.09;0.0;4517.83;4529.213958;57.19
"2026-06-01 04:00:00";4539.6;4484.9;4546.59;4448.09;0.0;4517.160833;4528.962653;80.64
"2026-06-01 04:05:00";4539.6;4484.9;4546.59;4448.09;0.0;4516.874167;4528.6726;67.03
"2026-06-01 04:10:00";4539.6;4484.9;4546.59;4448.09;0.0;4516.534167;4528.408431;50.78
"2026-06-01 04:15:00";4539.6;4484.9;4546.59;4448.09;0.0;4516.320833;4528.193654;61.21
"2026-06-01 04:20:00";4539.6;4484.9;4546.59;4448.09;0.0;4516.2525;4528.002453;52.81
